Document ID,cluster_id,stakeholder_type,NIST AI RMF,NIST AI 100-1,NIST SP 800-*,EU AI Act,EO 14110,EO 14141,OMB M-*,ISO/IEC 42001,ISO/IEC 23894,MITRE ATLAS,OWASP,C2PA
NIST-2025-0035-0366,354,EnterpriseSoftwareOrSecurityVendor,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0367,355,TradeAssociation,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0368,356,Other,0,0,0,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0369,357,EnterpriseSoftwareOrSecurityVendor,0,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0370,358,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0371,359,AIStartup,1,1,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0038,36,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0372,360,Individual,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0373,361,EnterpriseSoftwareOrSecurityVendor,1,0,0,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0374,362,LawFirmOrConsultancy,1,1,1,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0375,363,CivilSocietyNGO,0,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0376,364,GovernmentOrPublicSector,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0377,365,Individual,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0378,366,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0379,367,Individual,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0380,368,Individual,1,0,1,0,0,0,0,0,1,0,1,0
NIST-2025-0035-0381,369,AcademicOrResearchInstitute,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0039,37,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0382,370,Individual,0,1,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0383,371,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0384,372,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0385,373,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0386,374,LargeTechCompany,0,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0387,375,EnterpriseSoftwareOrSecurityVendor,1,0,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0388,376,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0389,377,LargeTechCompany,1,1,1,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0390,378,LargeTechCompany,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0391,379,EnterpriseSoftwareOrSecurityVendor,0,0,0,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0040,38,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0393,380,TradeAssociation,1,1,1,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0394,381,Other,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0395,382,Individual,1,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0396,383,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0397,384,LargeTechCompany,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0398,385,Other,0,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0399,386,LargeTechCompany,1,1,1,0,0,0,0,0,1,1,1,0
NIST-2025-0035-0400,387,LargeTechCompany,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0401,388,AIStartup,1,0,1,0,0,0,0,0,0,0,0,1
NIST-2025-0035-0402,389,LargeTechCompany,1,0,0,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0041,39,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0403,390,LawFirmOrConsultancy,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0404,391,CivilSocietyNGO,0,0,0,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0405,392,Other,0,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0406,393,Other,1,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0407,394,AIStartup,1,1,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0408,395,AIStartup,1,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0409,396,LargeTechCompany,1,0,0,0,0,0,0,1,0,0,0,0
NIST-2025-0035-0410,397,TradeAssociation,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0411,398,LargeTechCompany,0,0,0,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0412,399,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0006,4,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0042,40,Individual,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0413,400,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0414,401,CivilSocietyNGO,0,0,0,1,0,0,0,0,0,1,1,0
NIST-2025-0035-0415,402,LargeTechCompany,1,1,1,1,0,0,0,0,0,1,1,0
NIST-2025-0035-0416,403,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0417,404,EnterpriseSoftwareOrSecurityVendor,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0418,405,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0419,406,Individual,1,1,0,1,0,0,0,1,0,0,1,0
NIST-2025-0035-0420,407,Other,0,0,0,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0421,408,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0422,409,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0044,41,EnterpriseSoftwareOrSecurityVendor,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0423,410,Individual,1,1,1,1,0,0,0,0,0,0,1,0
NIST-2025-0035-0424,411,Individual,1,0,1,1,0,0,0,0,0,0,1,0
NIST-2025-0035-0425,412,LargeTechCompany,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0426,413,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0427,414,AIStartup,1,1,1,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0428,415,Individual,1,1,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0429,416,Individual,0,0,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0430,417,Individual,0,0,0,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0431,418,Individual,1,0,1,1,0,0,1,0,0,1,1,0
NIST-2025-0035-0432,419,Individual,1,1,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0045,42,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0433,420,Individual,0,1,1,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0434,421,Individual,1,0,0,1,0,0,0,0,0,0,1,0
NIST-2025-0035-0435,422,Individual,0,0,0,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0436,423,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0437,424,Individual,1,1,1,0,0,0,0,1,1,0,0,0
NIST-2025-0035-0439,425,TradeAssociation,1,1,1,0,0,0,1,1,0,0,1,0
NIST-2025-0035-0440,426,AIStartup,1,1,1,1,0,0,0,1,0,0,1,0
NIST-2025-0035-0441,427,TradeAssociation,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0442,428,Other,0,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0443,429,Other,1,0,1,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0046,43,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0444,430,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0445,431,AIStartup,0,0,0,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0446,432,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0447,433,LawFirmOrConsultancy,0,0,0,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0448,434,LawFirmOrConsultancy,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0449,435,AIStartup,1,1,1,0,1,0,0,0,0,0,1,0
NIST-2025-0035-0450,436,LargeTechCompany,0,0,0,1,0,0,0,0,0,0,1,0
NIST-2025-0035-0451,437,CivilSocietyNGO,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0452,438,Individual,1,1,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0453,439,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0047,44,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0454,440,AIStartup,1,1,1,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0455,441,Other,1,1,1,0,0,0,0,1,0,0,0,0
NIST-2025-0035-0456,442,TradeAssociation,1,0,1,0,0,0,1,0,0,0,0,0
NIST-2025-0035-0457,443,TradeAssociation,0,0,0,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0458,444,AIStartup,1,0,0,1,0,0,0,0,0,0,1,0
NIST-2025-0035-0459,445,LargeTechCompany,0,0,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0460,446,AIFoundationModelLab,0,0,1,0,1,0,0,0,0,0,0,0
NIST-2025-0035-0461,447,CivilSocietyNGO,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0462,448,CivilSocietyNGO,0,0,0,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0463,449,AIStartup,0,0,0,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0048,45,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0464,450,AcademicOrResearchInstitute,1,1,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0465,451,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0466,452,Other,1,1,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0467,453,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0468,454,TradeAssociation,1,0,0,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0469,455,AIStartup,1,0,0,1,0,0,0,0,0,1,1,0
NIST-2025-0035-0470,456,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0471,457,EnterpriseSoftwareOrSecurityVendor,1,0,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0472,458,AIStartup,1,0,1,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0473,459,CivilSocietyNGO,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0049,46,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0474,460,Individual,1,0,0,1,0,0,0,1,0,0,1,0
NIST-2025-0035-0475,461,AIStartup,1,0,0,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0476,462,AIStartup,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0477,463,EnterpriseSoftwareOrSecurityVendor,1,0,0,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0478,464,AcademicOrResearchInstitute,1,0,0,0,0,0,0,1,0,1,1,0
NIST-2025-0035-0479,465,TradeAssociation,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0480,466,AIStartup,1,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0481,467,CivilSocietyNGO,0,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0482,468,Other,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0483,469,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0050,47,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0484,470,TradeAssociation,1,1,1,1,0,0,0,0,0,1,1,0
NIST-2025-0035-0485,471,Individual,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0486,472,LargeTechCompany,0,0,0,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0487,473,Individual,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0488,474,Individual,0,0,0,0,0,0,0,1,0,0,0,0
NIST-2025-0035-0489,475,LawFirmOrConsultancy,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0490,476,Other,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0491,477,EnterpriseSoftwareOrSecurityVendor,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0492,478,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0494,479,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0051,48,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0495,480,LargeTechCompany,1,0,0,1,0,0,0,0,0,1,1,0
NIST-2025-0035-0496,481,EnterpriseSoftwareOrSecurityVendor,0,0,0,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0497,482,EnterpriseSoftwareOrSecurityVendor,1,0,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0498,483,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0499,484,LawFirmOrConsultancy,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0500,485,AIStartup,1,1,1,1,0,0,0,1,0,0,0,0
NIST-2025-0035-0501,486,AIStartup,1,0,0,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0502,487,Other,0,0,0,0,0,0,0,1,0,0,0,0
NIST-2025-0035-0503,488,AIStartup,1,1,1,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0504,489,AIFoundationModelLab,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0052,49,Individual,1,1,1,0,0,0,0,1,0,0,0,0
NIST-2025-0035-0505,490,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0506,491,Individual,1,0,1,1,0,0,0,0,0,1,1,0
NIST-2025-0035-0507,492,Individual,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0508,493,AIStartup,1,0,1,1,0,0,0,0,0,0,1,0
NIST-2025-0035-0509,494,AIStartup,0,0,0,1,0,0,0,0,0,0,1,0
NIST-2025-0035-0510,495,AIStartup,0,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0511,496,AcademicOrResearchInstitute,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0512,497,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0513,498,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0514,499,AIStartup,1,0,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0007,5,AIStartup,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0053,50,Individual,0,0,0,0,1,0,0,0,0,0,0,0
NIST-2025-0035-0515,500,Individual,1,1,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0516,501,AIStartup,0,0,0,0,0,0,0,0,0,0,0,1
NIST-2025-0035-0517,502,Individual,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0518,503,AIStartup,1,0,0,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0519,504,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0520,505,EnterpriseSoftwareOrSecurityVendor,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0521,506,AIStartup,1,0,1,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0522,507,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0523,508,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0524,509,Individual,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0054,51,AIStartup,0,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0525,510,CivilSocietyNGO,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0526,511,CivilSocietyNGO,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0527,512,Individual,1,1,1,0,0,0,0,1,0,0,0,0
NIST-2025-0035-0528,513,AIStartup,1,0,0,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0529,514,CivilSocietyNGO,1,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0530,515,CivilSocietyNGO,1,1,1,0,0,0,1,0,0,1,1,0
NIST-2025-0035-0531,516,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0055,52,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0056,53,Individual,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0057,54,AcademicOrResearchInstitute,1,1,0,0,1,0,0,0,0,0,0,0
NIST-2025-0035-0058,55,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0059,56,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0060,57,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0061,58,AIStartup,1,0,0,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0062,59,Individual,1,1,0,1,0,0,0,1,0,0,0,0
NIST-2025-0035-0008,6,LawFirmOrConsultancy,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0063,60,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0064,61,Other,1,1,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0065,62,EnterpriseSoftwareOrSecurityVendor,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0066,63,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0067,64,Individual,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0068,65,Individual,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0069,66,Individual,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0070,67,EnterpriseSoftwareOrSecurityVendor,1,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0071,68,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0072,69,Individual,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0009,7,Individual,1,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0073,70,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0074,71,EnterpriseSoftwareOrSecurityVendor,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0075,72,Individual,1,0,0,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0076,73,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0077,74,Individual,1,1,1,0,0,0,0,0,0,0,1,0
NIST-2025-0035-0078,75,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0079,76,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0080,77,Other,1,1,1,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0081,78,Individual,1,1,0,1,0,0,0,0,0,0,1,0
NIST-2025-0035-0083,79,Individual,0,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0010,8,AIStartup,1,1,1,1,0,0,0,1,0,0,1,0
NIST-2025-0035-0084,80,Individual,0,0,0,1,0,0,0,0,0,0,0,0
NIST-2025-0035-0085,81,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0086,82,Individual,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0087,83,Other,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0088,84,Individual,1,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0089,85,AIStartup,0,0,1,1,0,0,0,0,0,0,1,0
NIST-2025-0035-0090,86,Individual,1,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0091,87,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0092,88,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0093,89,Other,1,0,1,1,1,0,0,1,0,0,0,0
NIST-2025-0035-0011,9,Other,0,0,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0094,90,Other,0,0,1,0,0,0,0,0,0,0,0,1
NIST-2025-0035-0095,91,AIStartup,1,1,1,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0096,92,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0097,93,Individual,1,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0098,94,EnterpriseSoftwareOrSecurityVendor,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0099,95,Individual,0,0,0,0,0,0,0,0,0,0,0,0
NIST-2025-0035-0100,96,Individual,1,0,1,0,0,0,1,0,0,0,0,0
NIST-2025-0035-0101,97,AIStartup,1,0,1,0,0,0,0,0,0,1,1,0
NIST-2025-0035-0102,98,Other,1,1,1,1,0,0,0,1,0,0,0,0
NIST-2025-0035-0103,99,AIStartup,0,0,0,0,0,0,0,0,0,0,0,0
